_ws.col.Time,frame.time_relative,tcp.time_relative,frame.number,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq,tcp.ack
05:21:45.295602,0.489354000,0.489354000,119,296,172.26.191.172,8081,100.64.0.2,32796,244,18789,1
05:21:45.298174,0.491926000,0.491926000,120,296,172.26.191.172,8081,100.64.0.2,32796,244,19033,1
05:21:45.298188,0.491940000,0.491940000,121,296,172.26.191.172,8081,100.64.0.2,32796,244,19277,1
05:21:45.300594,0.494346000,0.494346000,122,52,100.64.0.2,32796,172.26.191.172,8081,0,1,8785
05:21:45.300601,0.494353000,0.494353000,123,52,100.64.0.2,32796,172.26.191.172,8081,0,1,9029
05:21:45.300604,0.494356000,0.494356000,124,52,100.64.0.2,32796,172.26.191.172,8081,0,1,9273
05:21:45.300606,0.494358000,0.494358000,125,52,100.64.0.2,32796,172.26.191.172,8081,0,1,9517
05:21:45.300609,0.494361000,0.494361000,126,52,100.64.0.2,32796,172.26.191.172,8081,0,1,9761
05:21:45.300995,0.494747000,0.494747000,127,296,172.26.191.172,8081,100.64.0.2,32796,244,19521,1
05:21:45.301008,0.494760000,0.494760000,128,296,172.26.191.172,8081,100.64.0.2,32796,244,19765,1
05:21:45.303229,0.496981000,0.496981000,129,296,172.26.191.172,8081,100.64.0.2,32796,244,20009,1
05:21:45.303241,0.496993000,0.496993000,130,296,172.26.191.172,8081,100.64.0.2,32796,244,20253,1
05:21:45.305686,0.499438000,0.499438000,131,296,172.26.191.172,8081,100.64.0.2,32796,244,20497,1
05:21:45.305701,0.499453000,0.499453000,132,296,172.26.191.172,8081,100.64.0.2,32796,244,20741,1
05:21:45.308010,0.501762000,0.501762000,133,296,172.26.191.172,8081,100.64.0.2,32796,244,20985,1
05:21:45.308023,0.501775000,0.501775000,134,296,172.26.191.172,8081,100.64.0.2,32796,244,21229,1
05:21:45.310362,0.504114000,0.504114000,135,296,172.26.191.172,8081,100.64.0.2,32796,244,21473,1
05:21:45.310376,0.504128000,0.504128000,136,296,172.26.191.172,8081,100.64.0.2,32796,244,21717,1
05:21:45.313016,0.506768000,0.506768000,137,52,100.64.0.2,32796,172.26.191.172,8081,0,1,10005
05:21:45.313026,0.506778000,0.506778000,138,52,100.64.0.2,32796,172.26.191.172,8081,0,1,10249
05:21:45.313030,0.506782000,0.506782000,139,52,100.64.0.2,32796,172.26.191.172,8081,0,1,10493
05:21:45.313033,0.506785000,0.506785000,140,52,100.64.0.2,32796,172.26.191.172,8081,0,1,10737
05:21:45.313037,0.506789000,0.506789000,141,52,100.64.0.2,32796,172.26.191.172,8081,0,1,10981
05:21:45.313427,0.507179000,0.507179000,142,296,172.26.191.172,8081,100.64.0.2,32796,244,21961,1
05:21:45.313441,0.507193000,0.507193000,143,296,172.26.191.172,8081,100.64.0.2,32796,244,22205,1
05:21:45.314959,0.508711000,0.508711000,144,296,172.26.191.172,8081,100.64.0.2,32796,244,22449,1
05:21:45.314971,0.508723000,0.508723000,145,296,172.26.191.172,8081,100.64.0.2,32796,244,22693,1
05:21:45.317135,0.510887000,0.510887000,146,296,172.26.191.172,8081,100.64.0.2,32796,244,22937,1
05:21:45.317147,0.510899000,0.510899000,147,296,172.26.191.172,8081,100.64.0.2,32796,244,23181,1
05:21:45.319340,0.513092000,0.513092000,148,296,172.26.191.172,8081,100.64.0.2,32796,244,23425,1
05:21:45.319353,0.513105000,0.513105000,149,296,172.26.191.172,8081,100.64.0.2,32796,244,23669,1
05:21:45.321503,0.515255000,0.515255000,150,296,172.26.191.172,8081,100.64.0.2,32796,244,23913,1
05:21:45.321516,0.515268000,0.515268000,151,296,172.26.191.172,8081,100.64.0.2,32796,244,24157,1
05:21:45.325114,0.518866000,0.518866000,152,52,100.64.0.2,32796,172.26.191.172,8081,0,1,11225
05:21:45.325124,0.518876000,0.518876000,153,52,100.64.0.2,32796,172.26.191.172,8081,0,1,11469
05:21:45.325128,0.518880000,0.518880000,154,52,100.64.0.2,32796,172.26.191.172,8081,0,1,11713
05:21:45.325131,0.518883000,0.518883000,155,52,100.64.0.2,32796,172.26.191.172,8081,0,1,11957
05:21:45.325135,0.518887000,0.518887000,156,52,100.64.0.2,32796,172.26.191.172,8081,0,1,12201
05:21:45.325526,0.519278000,0.519278000,157,296,172.26.191.172,8081,100.64.0.2,32796,244,24401,1
05:21:45.325538,0.519290000,0.519290000,158,296,172.26.191.172,8081,100.64.0.2,32796,244,24645,1
05:21:45.326577,0.520329000,0.520329000,159,296,172.26.191.172,8081,100.64.0.2,32796,244,24889,1
05:21:45.326585,0.520337000,0.520337000,160,296,172.26.191.172,8081,100.64.0.2,32796,244,25133,1
05:21:45.328711,0.522463000,0.522463000,161,296,172.26.191.172,8081,100.64.0.2,32796,244,25377,1
05:21:45.328725,0.522477000,0.522477000,162,296,172.26.191.172,8081,100.64.0.2,32796,244,25621,1
05:21:45.330706,0.524458000,0.524458000,163,296,172.26.191.172,8081,100.64.0.2,32796,244,25865,1
05:21:45.330719,0.524471000,0.524471000,164,296,172.26.191.172,8081,100.64.0.2,32796,244,26109,1
05:21:45.332712,0.526464000,0.526464000,165,296,172.26.191.172,8081,100.64.0.2,32796,244,26353,1
05:21:45.332725,0.526477000,0.526477000,166,296,172.26.191.172,8081,100.64.0.2,32796,244,26597,1
05:21:45.336289,0.530041000,0.530041000,167,52,100.64.0.2,32796,172.26.191.172,8081,0,1,12445
05:21:45.336298,0.530050000,0.530050000,168,52,100.64.0.2,32796,172.26.191.172,8081,0,1,12689
05:21:45.336301,0.530053000,0.530053000,169,52,100.64.0.2,32796,172.26.191.172,8081,0,1,12933
05:21:45.336304,0.530056000,0.530056000,170,52,100.64.0.2,32796,172.26.191.172,8081,0,1,13177
05:21:45.336308,0.530060000,0.530060000,171,52,100.64.0.2,32796,172.26.191.172,8081,0,1,13421
05:21:45.336676,0.530428000,0.530428000,172,296,172.26.191.172,8081,100.64.0.2,32796,244,26841,1
05:21:45.336686,0.530438000,0.530438000,173,296,172.26.191.172,8081,100.64.0.2,32796,244,27085,1
05:21:45.337759,0.531511000,0.531511000,174,296,172.26.191.172,8081,100.64.0.2,32796,244,27329,1
05:21:45.337772,0.531524000,0.531524000,175,296,172.26.191.172,8081,100.64.0.2,32796,244,27573,1
05:21:45.339663,0.533415000,0.533415000,176,296,172.26.191.172,8081,100.64.0.2,32796,244,27817,1
05:21:45.339676,0.533428000,0.533428000,177,296,172.26.191.172,8081,100.64.0.2,32796,244,28061,1
05:21:45.341561,0.535313000,0.535313000,178,296,172.26.191.172,8081,100.64.0.2,32796,244,28305,1
05:21:45.341575,0.535327000,0.535327000,179,296,172.26.191.172,8081,100.64.0.2,32796,244,28549,1
05:21:45.343381,0.537133000,0.537133000,180,296,172.26.191.172,8081,100.64.0.2,32796,244,28793,1
05:21:45.343389,0.537141000,0.537141000,181,296,172.26.191.172,8081,100.64.0.2,32796,244,29037,1
05:21:45.348438,0.542190000,0.542190000,182,52,100.64.0.2,32796,172.26.191.172,8081,0,1,13665
05:21:45.348448,0.542200000,0.542200000,183,52,100.64.0.2,32796,172.26.191.172,8081,0,1,13909
05:21:45.348452,0.542204000,0.542204000,184,52,100.64.0.2,32796,172.26.191.172,8081,0,1,14153
05:21:45.348455,0.542207000,0.542207000,185,52,100.64.0.2,32796,172.26.191.172,8081,0,1,14397
05:21:45.348459,0.542211000,0.542211000,186,52,100.64.0.2,32796,172.26.191.172,8081,0,1,14641
05:21:45.348831,0.542583000,0.542583000,187,296,172.26.191.172,8081,100.64.0.2,32796,244,29281,1
05:21:45.348840,0.542592000,0.542592000,188,296,172.26.191.172,8081,100.64.0.2,32796,244,29525,1
05:21:45.349842,0.543594000,0.543594000,189,296,172.26.191.172,8081,100.64.0.2,32796,244,29769,1
05:21:45.349856,0.543608000,0.543608000,190,296,172.26.191.172,8081,100.64.0.2,32796,244,30013,1
05:21:45.351674,0.545426000,0.545426000,191,296,172.26.191.172,8081,100.64.0.2,32796,244,30257,1
05:21:45.351688,0.545440000,0.545440000,192,296,172.26.191.172,8081,100.64.0.2,32796,244,30501,1
05:21:45.353479,0.547231000,0.547231000,193,296,172.26.191.172,8081,100.64.0.2,32796,244,30745,1
05:21:45.353492,0.547244000,0.547244000,194,296,172.26.191.172,8081,100.64.0.2,32796,244,30989,1
05:21:45.355267,0.549019000,0.549019000,195,296,172.26.191.172,8081,100.64.0.2,32796,244,31233,1
05:21:45.355280,0.549032000,0.549032000,196,296,172.26.191.172,8081,100.64.0.2,32796,244,31477,1
05:21:45.360159,0.553911000,0.553911000,197,52,100.64.0.2,32796,172.26.191.172,8081,0,1,14885
05:21:45.360169,0.553921000,0.553921000,198,52,100.64.0.2,32796,172.26.191.172,8081,0,1,15129
05:21:45.360173,0.553925000,0.553925000,199,52,100.64.0.2,32796,172.26.191.172,8081,0,1,15373
05:21:45.360177,0.553929000,0.553929000,200,52,100.64.0.2,32796,172.26.191.172,8081,0,1,15617
05:21:45.360181,0.553933000,0.553933000,201,52,100.64.0.2,32796,172.26.191.172,8081,0,1,15861
05:21:45.360487,0.554239000,0.554239000,202,296,172.26.191.172,8081,100.64.0.2,32796,244,31721,1
05:21:45.360497,0.554249000,0.554249000,203,296,172.26.191.172,8081,100.64.0.2,32796,244,31965,1
05:21:45.361552,0.555304000,0.555304000,204,296,172.26.191.172,8081,100.64.0.2,32796,244,32209,1
05:21:45.361566,0.555318000,0.555318000,205,296,172.26.191.172,8081,100.64.0.2,32796,244,32453,1
05:21:45.363245,0.556997000,0.556997000,206,296,172.26.191.172,8081,100.64.0.2,32796,244,32697,1
05:21:45.363259,0.557011000,0.557011000,207,296,172.26.191.172,8081,100.64.0.2,32796,244,32941,1
05:21:45.364948,0.558700000,0.558700000,208,296,172.26.191.172,8081,100.64.0.2,32796,244,33185,1
05:21:45.364960,0.558712000,0.558712000,209,296,172.26.191.172,8081,100.64.0.2,32796,244,33429,1
05:21:45.366700,0.560452000,0.560452000,210,296,172.26.191.172,8081,100.64.0.2,32796,244,33673,1
05:21:45.366712,0.560464000,0.560464000,211,296,172.26.191.172,8081,100.64.0.2,32796,244,33917,1
05:21:45.373006,0.566758000,0.566758000,212,52,100.64.0.2,32796,172.26.191.172,8081,0,1,16105
05:21:45.373012,0.566764000,0.566764000,213,52,100.64.0.2,32796,172.26.191.172,8081,0,1,16349
05:21:45.373015,0.566767000,0.566767000,214,52,100.64.0.2,32796,172.26.191.172,8081,0,1,16593
05:21:45.373018,0.566770000,0.566770000,215,52,100.64.0.2,32796,172.26.191.172,8081,0,1,16837
05:21:45.373021,0.566773000,0.566773000,216,52,100.64.0.2,32796,172.26.191.172,8081,0,1,17081
05:21:45.373374,0.567126000,0.567126000,217,296,172.26.191.172,8081,100.64.0.2,32796,244,34161,1
05:21:45.373384,0.567136000,0.567136000,218,296,172.26.191.172,8081,100.64.0.2,32796,244,34405,1
05:21:45.374335,0.568087000,0.568087000,219,296,172.26.191.172,8081,100.64.0.2,32796,244,34649,1
05:21:45.374349,0.568101000,0.568101000,220,296,172.26.191.172,8081,100.64.0.2,32796,244,34893,1
05:21:45.376041,0.569793000,0.569793000,221,296,172.26.191.172,8081,100.64.0.2,32796,244,35137,1
05:21:45.376055,0.569807000,0.569807000,222,296,172.26.191.172,8081,100.64.0.2,32796,244,35381,1
05:21:45.377728,0.571480000,0.571480000,223,296,172.26.191.172,8081,100.64.0.2,32796,244,35625,1
05:21:45.377742,0.571494000,0.571494000,224,296,172.26.191.172,8081,100.64.0.2,32796,244,35869,1
05:21:45.379365,0.573117000,0.573117000,225,296,172.26.191.172,8081,100.64.0.2,32796,244,36113,1
05:21:45.379378,0.573130000,0.573130000,226,296,172.26.191.172,8081,100.64.0.2,32796,244,36357,1
05:21:45.408342,0.602094000,0.602094000,227,52,100.64.0.2,32796,172.26.191.172,8081,0,1,17325
05:21:45.408351,0.602103000,0.602103000,228,52,100.64.0.2,32796,172.26.191.172,8081,0,1,17569
05:21:45.408354,0.602106000,0.602106000,229,52,100.64.0.2,32796,172.26.191.172,8081,0,1,17813
05:21:45.408356,0.602108000,0.602108000,230,52,100.64.0.2,32796,172.26.191.172,8081,0,1,18057
05:21:45.408359,0.602111000,0.602111000,231,52,100.64.0.2,32796,172.26.191.172,8081,0,1,18301
05:21:45.408719,0.602471000,0.602471000,232,296,172.26.191.172,8081,100.64.0.2,32796,244,36601,1
05:21:45.408728,0.602480000,0.602480000,233,296,172.26.191.172,8081,100.64.0.2,32796,244,36845,1
05:21:45.409543,0.603295000,0.603295000,234,296,172.26.191.172,8081,100.64.0.2,32796,244,37089,1
05:21:45.409549,0.603301000,0.603301000,235,296,172.26.191.172,8081,100.64.0.2,32796,244,37333,1
05:21:45.410984,0.604736000,0.604736000,236,296,172.26.191.172,8081,100.64.0.2,32796,244,37577,1
05:21:45.410990,0.604742000,0.604742000,237,296,172.26.191.172,8081,100.64.0.2,32796,244,37821,1
05:21:45.412500,0.606252000,0.606252000,238,296,172.26.191.172,8081,100.64.0.2,32796,244,38065,1
05:21:45.412505,0.606257000,0.606257000,239,296,172.26.191.172,8081,100.64.0.2,32796,244,38309,1
05:21:45.413979,0.607731000,0.607731000,240,296,172.26.191.172,8081,100.64.0.2,32796,244,38553,1
05:21:45.413985,0.607737000,0.607737000,241,296,172.26.191.172,8081,100.64.0.2,32796,244,38797,1
05:21:45.420207,0.613959000,0.613959000,242,52,100.64.0.2,32796,172.26.191.172,8081,0,1,18545
05:21:45.420215,0.613967000,0.613967000,243,52,100.64.0.2,32796,172.26.191.172,8081,0,1,18789
05:21:45.420218,0.613970000,0.613970000,244,52,100.64.0.2,32796,172.26.191.172,8081,0,1,19033
05:21:45.420221,0.613973000,0.613973000,245,52,100.64.0.2,32796,172.26.191.172,8081,0,1,19277
05:21:45.420223,0.613975000,0.613975000,246,52,100.64.0.2,32796,172.26.191.172,8081,0,1,19521
05:21:45.420592,0.614344000,0.614344000,247,296,172.26.191.172,8081,100.64.0.2,32796,244,39041,1
05:21:45.420603,0.614355000,0.614355000,248,296,172.26.191.172,8081,100.64.0.2,32796,244,39285,1
05:21:45.421347,0.615099000,0.615099000,249,296,172.26.191.172,8081,100.64.0.2,32796,244,39529,1
05:21:45.421360,0.615112000,0.615112000,250,296,172.26.191.172,8081,100.64.0.2,32796,244,39773,1
05:21:45.422727,0.616479000,0.616479000,251,296,172.26.191.172,8081,100.64.0.2,32796,244,40017,1
05:21:45.422737,0.616489000,0.616489000,252,296,172.26.191.172,8081,100.64.0.2,32796,244,40261,1
05:21:45.424115,0.617867000,0.617867000,253,296,172.26.191.172,8081,100.64.0.2,32796,244,40505,1
05:21:45.424121,0.617873000,0.617873000,254,296,172.26.191.172,8081,100.64.0.2,32796,244,40749,1
05:21:45.425508,0.619260000,0.619260000,255,296,172.26.191.172,8081,100.64.0.2,32796,244,40993,1
05:21:45.425514,0.619266000,0.619266000,256,296,172.26.191.172,8081,100.64.0.2,32796,244,41237,1
05:21:45.432707,0.626459000,0.626459000,257,52,100.64.0.2,32796,172.26.191.172,8081,0,1,19765
