frame.time_relative,frame.number,frame.len,ip.src,tcp.srcport,ip.dst,tcp.dstport,tcp.len,tcp.seq,tcp.ack
9.145423000,247,1500,90.130.70.73,80,10.0.0.2,54882,1448,160729,138
9.181585000,248,52,10.0.0.2,54882,90.130.70.73,80,0,138,154937
9.244641000,249,52,10.0.0.2,54882,90.130.70.73,80,0,138,156385
9.296846000,250,1500,90.130.70.73,80,10.0.0.2,54882,1448,162177,138
9.296922000,251,1500,90.130.70.73,80,10.0.0.2,54882,1448,163625,138
9.306056000,252,52,10.0.0.2,54882,90.130.70.73,80,0,138,157833
9.369497000,253,52,10.0.0.2,54882,90.130.70.73,80,0,138,159281
9.402106000,254,1500,90.130.70.73,80,10.0.0.2,54882,1448,165073,138
9.402233000,255,1500,90.130.70.73,80,10.0.0.2,54882,1448,166521,138
9.430909000,256,52,10.0.0.2,54882,90.130.70.73,80,0,138,160729
9.453820000,257,1500,90.130.70.73,80,10.0.0.2,54882,1448,167969,138
9.453889000,258,1500,90.130.70.73,80,10.0.0.2,54882,1448,169417,138
9.494753000,259,52,10.0.0.2,54882,90.130.70.73,80,0,138,162177
9.556534000,260,52,10.0.0.2,54882,90.130.70.73,80,0,138,163625
9.586032000,261,1500,90.130.70.73,80,10.0.0.2,54882,1448,170865,138
9.587354000,262,1500,90.130.70.73,80,10.0.0.2,54882,1448,172313,138
9.620131000,263,52,10.0.0.2,54882,90.130.70.73,80,0,138,165073
9.681481000,264,52,10.0.0.2,54882,90.130.70.73,80,0,138,166521
9.705996000,265,1500,90.130.70.73,80,10.0.0.2,54882,1448,173761,138
9.706090000,266,1500,90.130.70.73,80,10.0.0.2,54882,1448,175209,138
9.744800000,267,52,10.0.0.2,54882,90.130.70.73,80,0,138,167969
9.806115000,268,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
9.865073000,269,1500,90.130.70.73,80,10.0.0.2,54882,1448,176657,138
9.865150000,270,1500,90.130.70.73,80,10.0.0.2,54882,1448,178105,138
9.869321000,271,52,10.0.0.2,54882,90.130.70.73,80,0,138,169417
